Depth,0U1,1U1,2U1,3U1,4U1,5U1,6U1,7U1,8U1,9U1,10U1,11U1,12U1,13U1,14U1,15U1,16U1,17U1,18U1,19U1,20U1,21U1,22U1,23U1,24U1,25U1,26U1,27U1,28U1,29U1,30U1,31U1,32U1,33U1,34U1,35U1,36U1,37U1,38U1,39U1,40U1,41U1,42U1,43U1,44U1,45U1,46U1,47U1,48U1,49U1,50U1,51U1,52U1,53U1,54U1,55U1,56U1,57U1,58U1,59U1,60U1,61U1,62U1,63U1,64U1,65U1,66U1,67U1,68U1,69U1,70U1,71U1,72U1,73U1,74U1,75U1,76U1,77U1,78U1,79U1,80U1,81U1,82U1,83U1,84U1
6.4,2.48E-16,-3.12E-06,-3.81E-06,-8.30E-06,-1.34E-05,-1.75E-05,-2.00E-05,-2.20E-05,-2.20E-05,-1.61E-05,-3.87E-06,2.17E-05,6.26E-05,0.000123835,0.000211363,0.000327734,0.000487971,0.000679723,0.000909502,0.001174558,0.00151449,0.001903652,0.002325842,0.002804372,0.003321959,0.003898101,0.004526633,0.00521459,0.005950943,0.006771822,0.007678795,0.008622575,0.009623097,0.010700676,0.01187789,0.013127661,0.014338089,0.015474145,0.01650233,0.017407701,0.018257215,0.019062671,0.019825128,0.020533013,0.021189756,0.021795141,0.022338112,0.022845912,0.023235397,0.023599683,0.023916454,0.02422064,0.024493068,0.024739468,0.02495531,0.025162153,0.025339067,0.025491139,0.025618767,0.025725438,0.025830267,0.025924867,0.026011924,0.026085767,0.026161352,0.02621821,0.026285452,0.026322324,0.026365052,0.026401952,0.026431809,0.026452552,0.026467324,0.026475338,0.026485152,0.026495752,0.026494767,0.026500995,0.026497238,0.026501024,0.026504152,0.026506795,0.026503809,0.026509838,0.026505538
6.6,2.48E-16,-2.94E-06,-3.61E-06,-8.10E-06,-1.31E-05,-1.76E-05,-2.05E-05,-2.38E-05,-2.51E-05,-2.22E-05,-1.42E-05,4.87E-06,3.60E-05,8.50E-05,0.000155322,0.000251901,0.000386115,0.000554235,0.000761951,0.00100372,0.001316739,0.001675641,0.002066868,0.002509761,0.002990449,0.00352892,0.004117034,0.004771867,0.005472759,0.006271886,0.007165619,0.008094051,0.009081193,0.0101256,0.011271969,0.012523701,0.013824765,0.015081717,0.016241306,0.017257462,0.018175415,0.019028204,0.019850525,0.020620957,0.021330524,0.021993877,0.022591234,0.023150977,0.023585087,0.023989862,0.024340854,0.024677004,0.024978336,0.025251328,0.0254903,0.025717046,0.025914685,0.026081042,0.026220514,0.026338874,0.026454156,0.026557656,0.026653399,0.026733392,0.026815906,0.026877656,0.026950131,0.026990135,0.027036167,0.02707542,0.027108234,0.027130781,0.027146359,0.027155659,0.027166206,0.027177481,0.027176938,0.02718342,0.027180202,0.027184367,0.027187592,0.027190259,0.027187806,0.027193681,0.027189384
6.8,2.48E-16,-2.78E-06,-3.40E-06,-7.90E-06,-1.27E-05,-1.77E-05,-2.04E-05,-2.53E-05,-2.69E-05,-2.70E-05,-2.17E-05,-8.19E-06,1.45E-05,5.44E-05,0.00010816,0.000189999,0.000298127,0.000443908,0.000626804,0.000847714,0.001134505,0.001463064,0.001827312,0.002231737,0.002682377,0.003174497,0.003730632,0.004337435,0.005005431,0.005772654,0.006642186,0.007551428,0.008519967,0.00953798,0.010642178,0.011857736,0.0131779,0.014527621,0.015824662,0.016983282,0.018014024,0.018945358,0.019804487,0.020642893,0.021406493,0.022131242,0.022782313,0.023403519,0.023883583,0.024331661,0.024726246,0.025093182,0.025432174,0.025730002,0.02599928,0.026246159,0.026468116,0.026650758,0.026804622,0.026935637,0.027061901,0.027178243,0.027280751,0.027371936,0.027458708,0.027529436,0.027605572,0.027651079,0.027699864,0.027742457,0.027778929,0.027802486,0.027820278,0.027830057,0.027842471,0.027853829,0.027854336,0.027861107,0.027858114,0.027863036,0.027865886,0.027869221,0.027866543,0.027872921,0.027868293
7,2.48E-16,-2.53E-06,-3.26E-06,-7.33E-06,-1.27E-05,-1.68E-05,-2.11E-05,-2.45E-05,-0.000029183,-2.90E-05,-2.79E-05,-1.85E-05,-3.48E-07,2.67E-05,7.45E-05,0.000133818,0.00023005,0.00034454,0.000508712,0.000704102,0.000965939,0.001271298,0.00159852,0.001981975,0.002384858,0.002853518,0.003354325,0.003932775,0.004549155,0.005283995,0.006120165,0.006999363,0.007946398,0.008941898,0.009999525,0.011168975,0.012454125,0.013834425,0.0152364,0.0165414,0.017725,0.01876775,0.01971905,0.020585625,0.021421075,0.0221956,0.022915175,0.023589875,0.024123825,0.0246206,0.02505375,0.025470825,0.0258352,0.0261781,0.0264667,0.0267472,0.026989475,0.02719485,0.027364125,0.027508475,0.02765105,0.02777555,0.0278946,0.02798945,0.02809005,0.028163625,0.02824975,0.028297525,0.028352375,0.028398325,0.0284377,0.028465275,0.028482325,0.0284961,0.028507675,0.028521475,0.02852205,0.02852935,0.028527,0.028531625,0.028535825,0.028538025,0.028536775,0.028542025,0.0285384
7.2,2.48E-16,-2.43E-06,-2.97E-06,-7.34E-06,-1.17E-05,-1.71E-05,-1.97E-05,-2.64E-05,-2.84E-05,-3.27E-05,-3.14E-05,-2.58E-05,-1.52E-05,1.01E-05,3.94E-05,9.67E-05,0.000163825,0.000268973,0.000398075,0.000576778,0.000813852,0.001087195,0.001399164,0.001735514,0.002125501,0.002536485,0.0030188,0.00353606,0.004123193,0.004810815,0.005607936,0.006451595,0.007364785,0.008335194,0.009361169,0.010467267,0.011704368,0.013048054,0.014497525,0.015927309,0.017252093,0.018467462,0.019516746,0.020492987,0.021345344,0.022203171,0.022970214,0.02371137,0.024300512,0.024844468,0.025335582,0.025783653,0.026204638,0.02656838,0.026906237,0.027204794,0.027481764,0.027706793,0.027894278,0.028057678,0.028210406,0.028355835,0.028479306,0.028593806,0.028695763,0.028784891,0.028873148,0.02892972,0.028987377,0.029038105,0.029082434,0.029109577,0.029132191,0.029144262,0.029160191,0.029172605,0.029175734,0.029183062,0.029180534,0.029186805,0.029189476,0.029194148,0.029190905,0.029198076,0.029193434
7.4,2.48E-16,-2.15E-06,-2.90E-06,-6.53E-06,-1.19E-05,-1.56E-05,-2.07E-05,-2.38E-05,-3.06E-05,-3.18E-05,-3.52E-05,-3.18E-05,-2.21E-05,-1.01E-05,2.24E-05,5.44E-05,0.00012301,0.000194588,0.000314002,0.000458591,0.000672936,0.000929221,0.001198774,0.001529106,0.001861654,0.002266547,0.002683691,0.003183556,0.003710092,0.004360739,0.005115644,0.005910254,0.006788517,0.00772303,0.008718659,0.009784024,0.010942716,0.012231683,0.013659562,0.015152105,0.016626885,0.017972,0.019208291,0.020267213,0.021240603,0.022115349,0.022975571,0.023762047,0.02440424,0.025011319,0.025541684,0.026058631,0.026501652,0.026931349,0.02728477,0.027635485,0.027929067,0.028185389,0.028394289,0.02857225,0.02875015,0.028900979,0.02905089,0.029165708,0.029289476,0.02937964,0.029482683,0.029541458,0.029607454,0.029662615,0.029709644,0.029743869,0.029763615,0.029783022,0.029795869,0.02981298,0.029815519,0.02982388,0.029822533,0.029827301,0.029832976,0.029834897,0.029834572,0.02983928,0.029836694
7.6,2.48E-16,-2.09E-06,-2.60E-06,-6.65E-06,-1.07E-05,-1.61E-05,-1.86E-05,-2.58E-05,-2.84E-05,-3.46E-05,-3.60E-05,-3.54E-05,-3.21E-05,-1.74E-05,-3.36E-06,3.49E-05,7.44E-05,0.000147298,0.000232753,0.000361713,0.000549254,0.000773767,0.001036039,0.00131527,0.001647346,0.001990384,0.002401,0.002837096,0.003338821,0.003938062,0.004640731,0.005396199,0.006219914,0.007119235,0.008072596,0.009105005,0.010210125,0.011408718,0.01277902,0.014273999,0.015810099,0.017326055,0.018681866,0.0199362,0.020995655,0.021987432,0.022875945,0.02375208,0.024451429,0.025099928,0.025703163,0.026250612,0.026768633,0.027217675,0.027638617,0.028009088,0.028348188,0.028628416,0.028859165,0.029064087,0.029251372,0.029433115,0.029585478,0.02972805,0.029852085,0.029962999,0.030069349,0.030138978,0.030209549,0.03027037,0.030323899,0.03035722,0.03038552,0.030401091,0.03042077,0.030435634,0.030441941,0.030450213,0.030448563,0.030456091,0.030458684,0.030464791,0.03046122,0.030469148,0.030464563
7.8,2.48E-16,-1.85E-06,-2.52E-06,-5.93E-06,-1.08E-05,-1.46E-05,-1.91E-05,-2.32E-05,-2.96E-05,-3.29E-05,-3.78E-05,-3.83E-05,-3.51E-05,-3.03E-05,-1.21E-05,6.55E-06,4.99E-05,9.62E-05,0.000176575,0.000276525,0.000436756,0.000644577,0.000869264,0.001143477,0.001425048,0.001763006,0.002117264,0.002536877,0.002985121,0.003542999,0.004204166,0.004897293,0.005681122,0.00652345,0.007437364,0.008426629,0.009491597,0.010620603,0.011895767,0.013339713,0.014898234,0.016479338,0.018017013,0.019395268,0.020648151,0.02173033,0.022722349,0.023646324,0.024414057,0.025131343,0.025771729,0.026394579,0.026944226,0.027465583,0.027913226,0.028343955,0.028708513,0.029026448,0.029283149,0.029505959,0.029725402,0.029915824,0.030100045,0.030244738,0.030394488,0.030510231,0.030632014,0.030707824,0.030786132,0.030854339,0.030911271,0.030952296,0.0309785,0.031001764,0.031018853,0.0310392,0.031045085,0.031054267,0.031054442,0.031060403,0.031066071,0.031069371,0.031069285,0.031074453,0.031072153
8,2.48E-16,-1.76E-06,-2.29E-06,-5.85E-06,-9.91E-06,-1.45E-05,-1.76E-05,-2.39E-05,-2.79E-05,-3.38E-05,-3.77E-05,-4.00E-05,-4.04E-05,-3.45E-05,-2.73E-05,-6.08E-06,1.92E-05,6.44E-05,0.000121894,0.000208908,0.000341623,0.000519545,0.000731919,0.000968227,0.001241426,0.00153456,0.00187466,0.002246676,0.002666789,0.003179777,0.003785546,0.004439532,0.005159042,0.005956911,0.006812451,0.007758399,0.008778719,0.009855817,0.011047206,0.012406507,0.013917379,0.015536179,0.017148578,0.018708363,0.020105404,0.021365289,0.022456274,0.023469473,0.02429813,0.025081472,0.025794772,0.026456,0.027077014,0.02763457,0.028148213,0.028613941,0.029031984,0.029377641,0.029663383,0.029917983,0.030154426,0.03037674,0.030571997,0.030744668,0.030901168,0.031037954,0.031167982,0.031254325,0.031341539,0.031416053,0.031480839,0.031523225,0.031556467,0.031578082,0.031601053,0.031621139,0.031630239,0.031639539,0.031639939,0.031648053,0.031651924,0.031658367,0.031656324,0.031663653,0.031660082
8.2,2.48E-16,-1.59E-06,-2.17E-06,-5.38E-06,-9.68E-06,-1.35E-05,-1.73E-05,-2.23E-05,-2.78E-05,-3.25E-05,-3.80E-05,-4.10E-05,-4.20E-05,-4.10E-05,-3.35E-05,-2.22E-05,1.91E-06,3.24E-05,8.27E-05,0.000150657,0.000261209,0.000414017,0.000598424,0.000820651,0.001060161,0.001338156,0.001640327,0.001989032,0.002368868,0.002842547,0.003406323,0.004000786,0.004675443,0.005412336,0.006216171,0.007106067,0.008076846,0.009105673,0.010234889,0.011509502,0.01293278,0.014509234,0.016173391,0.017820505,0.019398288,0.020812217,0.022069724,0.023195228,0.024106485,0.024956328,0.025728475,0.026462339,0.027128836,0.027750832,0.028308818,0.028831968,0.029295825,0.029680968,0.029999236,0.030280226,0.03054964,0.030791311,0.031016644,0.031201419,0.031382162,0.031531047,0.031676854,0.031772937,0.031868612,0.031952501,0.032023169,0.03207158,0.032106669,0.032133712,0.032157158,0.032181622,0.032191765,0.032201565,0.032203612,0.032211319,0.03221739,0.032222783,0.03222284,0.032228744,0.032226408
8.4,2.48E-16,-1.47E-06,-2.00E-06,-5.12E-06,-9.13E-06,-1.30E-05,-1.64E-05,-2.18E-05,-2.67E-05,-3.20E-05,-3.74E-05,-4.13E-05,-4.39E-05,-4.40E-05,-4.08E-05,-3.16E-05,-1.52E-05,9.94E-06,4.82E-05,0.000104005,0.000194643,0.000321062,0.000483012,0.000680906,0.00090164,0.001152155,0.00143133,0.00174828,0.002097795,0.00253286,0.00305091,0.003601475,0.00421945,0.00490299,0.005649665,0.00648014,0.00739625,0.00836815,0.00944647,0.0106625,0.01198795,0.01346795,0.01510515,0.01681005,0.01849345,0.02007805,0.0215056,0.0227891,0.02382795,0.02476015,0.0255916,0.0263882,0.02712025,0.02779645,0.0284115,0.02898485,0.0295049,0.02992995,0.0302862,0.03060005,0.03089905,0.03117015,0.03142005,0.0316288,0.0318269,0.03199565,0.0321561,0.03226375,0.0323703,0.0324634,0.0325418,0.0325957,0.0326353,0.0326651,0.03269205,0.0327191,0.0327316,0.032742,0.0327451,0.0327538,0.0327606,0.032767,0.03276735,0.03277355,0.03277115
8.6,2.48E-16,-1.35E-06,-1.86E-06,-4.85E-06,-8.65E-06,-1.25E-05,-1.56E-05,-2.11E-05,-2.56E-05,-3.13E-05,-3.66E-05,-4.13E-05,-4.49E-05,-4.61E-05,-4.59E-05,-3.89E-05,-2.84E-05,-8.01E-06,2.05E-05,6.62E-05,0.00013955,0.000243766,0.000381073,0.000554966,0.000757376,0.000982657,0.001240371,0.001527934,0.001849471,0.002248473,0.00272416,0.003231452,0.003797494,0.004430321,0.005113504,0.005891552,0.006740929,0.007656607,0.008676411,0.009847889,0.011103348,0.012465098,0.014008434,0.015701723,0.017451823,0.01915318,0.020747616,0.02220684,0.023413294,0.024469136,0.025390672,0.026238836,0.027033829,0.027770607,0.028445939,0.029070157,0.029649496,0.030120403,0.030515728,0.030869239,0.031199585,0.031504182,0.031778953,0.032014835,0.03223351,0.032423642,0.032600496,0.032721535,0.032839506,0.03294206,0.033031046,0.033088492,0.033135092,0.033166921,0.033198406,0.033228042,0.033243324,0.033254506,0.033258417,0.033268899,0.033275821,0.033283956,0.033283992,0.033291217,0.033288388
8.8,2.48E-16,-1.22E-06,-1.75E-06,-4.47E-06,-8.37E-06,-1.16E-05,-1.52E-05,-1.97E-05,-2.52E-05,-2.97E-05,-3.61E-05,-4.08E-05,-4.46E-05,-4.85E-05,-4.75E-05,-4.67E-05,-3.57E-05,-2.48E-05,8.47E-07,3.41E-05,9.45E-05,0.000181456,0.000291301,0.000447439,0.000621045,0.000834574,0.001060653,0.001330794,0.001619893,0.00198775,0.002427478,0.002886038,0.003415376,0.00398458,0.004624752,0.00532806,0.006129526,0.006971567,0.007934318,0.00905753,0.010259151,0.011530451,0.012950893,0.01455082,0.016307049,0.018079349,0.019802764,0.02142598,0.022819567,0.024037839,0.025083569,0.026032641,0.026864784,0.027672271,0.028400671,0.029088743,0.029720757,0.030246786,0.030685844,0.031074001,0.031450602,0.031780545,0.032096088,0.032349902,0.032599974,0.032807974,0.033007389,0.033141989,0.03327206,0.033388789,0.033483217,0.033553003,0.033599703,0.033640703,0.033672046,0.033708203,0.033724375,0.033736889,0.033743003,0.033753018,0.033763318,0.033769661,0.033773189,0.033778318,0.033777132
9,2.48E-16,-1.15E-06,-1.59E-06,-4.36E-06,-7.71E-06,-1.14E-05,-1.40E-05,-1.98E-05,-2.34E-05,-2.96E-05,-3.45E-05,-4.01E-05,-4.52E-05,-4.76E-05,-5.23E-05,-4.76E-05,-4.67E-05,-3.26E-05,-1.94E-05,1.12E-05,5.77E-05,0.000126488,0.00022347,0.000343271,0.000509738,0.0006882,0.000907891,0.0011426,0.001415213,0.001749854,0.00214933,0.002580731,0.003049474,0.003591204,0.004156978,0.004822017,0.005540707,0.006334188,0.007223427,0.008293483,0.009444716,0.010646955,0.011968009,0.013438295,0.015102553,0.016901928,0.018702142,0.020461305,0.022038451,0.023431046,0.02465181,0.025709316,0.026656333,0.027492333,0.028302615,0.029040079,0.029740007,0.030315064,0.030799028,0.031239328,0.031644028,0.032027249,0.032361313,0.032660145,0.032925402,0.033166462,0.033383691,0.033535794,0.033682084,0.033806648,0.033919187,0.033988023,0.034049537,0.034086958,0.034128762,0.03416494,0.034186373,0.034199783,0.034205915,0.034220812,0.034227808,0.034239847,0.034239915,0.034249212,0.034245615
9.2,2.48E-16,-1.00E-06,-1.52E-06,-3.90E-06,-7.65E-06,-1.04E-05,-1.40E-05,-1.76E-05,-2.35E-05,-2.71E-05,-3.41E-05,-3.90E-05,-4.35E-05,-4.99E-05,-4.99E-05,-5.49E-05,-4.70E-05,-4.61E-05,-2.85E-05,-1.12E-05,2.82E-05,8.67E-05,0.000157271,0.000270957,0.000393616,0.000574134,0.000753217,0.000983437,0.001220736,0.001531622,0.00190377,0.002284134,0.002736165,0.003205056,0.003751959,0.004334162,0.005017001,0.005724079,0.006558993,0.007566448,0.00865177,0.009801365,0.011048344,0.012402478,0.013931176,0.015648932,0.017491304,0.019335612,0.0210707,0.02265416,0.024036741,0.025278458,0.026320995,0.02728094,0.028122004,0.02894332,0.029689156,0.03032345,0.030863665,0.031338851,0.031806224,0.032210838,0.032605611,0.032915232,0.033229326,0.033485304,0.033732741,0.033902248,0.034061384,0.034208491,0.034321756,0.034412642,0.034466984,0.034522363,0.034558692,0.034607285,0.034627199,0.034642835,0.034653564,0.034665771,0.034679928,0.034686292,0.034694099,0.034698013,0.034698628
9.4,2.48E-16,-9.60E-07,-1.37E-06,-3.90E-06,-6.90E-06,-1.04E-05,-1.25E-05,-1.82E-05,-2.13E-05,-2.75E-05,-3.21E-05,-3.81E-05,-4.39E-05,-4.71E-05,-5.46E-05,-5.17E-05,-5.65E-05,-4.70E-05,-4.37E-05,-2.35E-05,4.21E-06,4.84E-05,0.000115498,0.000192864,0.000315266,0.000449134,0.000633593,0.000823403,0.001053504,0.001333068,0.001668342,0.00203418,0.002422056,0.002882677,0.003349413,0.003914546,0.004512155,0.005179084,0.005935553,0.00687742,0.007904251,0.008977269,0.010174638,0.01144071,0.012837347,0.014426323,0.016192634,0.018087956,0.019935534,0.021662901,0.023260229,0.024645084,0.025884376,0.026930514,0.027897731,0.028746598,0.029580105,0.030266204,0.030850736,0.031391515,0.031885171,0.03236096,0.032771703,0.033145045,0.033469356,0.033771841,0.034039252,0.034230784,0.034412494,0.034564751,0.034705976,0.034791069,0.034868812,0.034914608,0.034969233,0.03501464,0.035042447,0.035059665,0.035069879,0.035090097,0.035097486,0.035113983,0.035114683,0.03512639,0.035122511
9.6,2.48E-16,-8.28E-07,-1.31E-06,-3.48E-06,-6.87E-06,-9.38E-06,-1.26E-05,-1.61E-05,-2.14E-05,-2.50E-05,-3.16E-05,-3.67E-05,-4.18E-05,-4.86E-05,-5.08E-05,-5.70E-05,-5.38E-05,-5.65E-05,-4.70E-05,-3.81E-05,-1.40E-05,2.37E-05,6.95E-05,0.000147123,0.000230285,0.000362854,0.000506152,0.000695359,0.000892143,0.001152569,0.001465321,0.001785606,0.002164679,0.002557869,0.003014901,0.003502415,0.004073044,0.004665089,0.005366251,0.006244133,0.007189398,0.008204036,0.009323801,0.010531379,0.011829872,0.013281428,0.01491484,0.016743009,0.018661723,0.020516782,0.022252913,0.023858957,0.025240318,0.026484248,0.027536894,0.028494495,0.029372296,0.030135669,0.030780255,0.031357113,0.031922457,0.032422501,0.032906229,0.033296473,0.033679174,0.033999674,0.034305089,0.034519732,0.034716647,0.034897876,0.03503939,0.035152405,0.035222176,0.035290248,0.035337991,0.035399148,0.035425762,0.035446477,0.035462291,0.035479034,0.035495777,0.03550592,0.035516091,0.035521348,0.035522677
9.8,2.48E-16,-7.79E-07,-1.20E-06,-3.40E-06,-6.30E-06,-9.24E-06,-1.15E-05,-1.62E-05,-1.96E-05,-2.48E-05,-2.98E-05,-3.56E-05,-4.13E-05,-4.61E-05,-5.29E-05,-5.41E-05,-5.90E-05,-5.62E-05,-5.58E-05,-4.53E-05,-2.91E-05,-7.88E-07,4.19E-05,9.51E-05,0.000176359,0.000271843,0.000408765,0.000566294,0.000753981,0.00098803,0.001271023,0.00157543,0.001906085,0.00228706,0.00268319,0.003149858,0.00365319,0.00420557,0.004841645,0.005649035,0.006534593,0.007461893,0.008521838,0.009648597,0.01088215,0.012227275,0.013711425,0.0154039,0.017293025,0.019228775,0.0211036,0.022848,0.024447925,0.025843,0.027076,0.02813435,0.0290997,0.029922925,0.030630725,0.0312762,0.031876675,0.03244635,0.03296,0.033415,0.033822725,0.034193175,0.0345249,0.034766325,0.034991025,0.035184,0.035354275,0.035467125,0.035559225,0.03562335,0.03568785,0.035750075,0.035784075,0.035807475,0.035824225,0.03584815,0.0358612,0.035880125,0.035885575,0.03589735,0.0358958
10,2.48E-16,-6.84E-07,-1.13E-06,-3.12E-06,-6.12E-06,-8.55E-06,-1.12E-05,-1.49E-05,-1.92E-05,-2.31E-05,-2.89E-05,-3.42E-05,-3.96E-05,-4.59E-05,-5.04E-05,-5.59E-05,-5.74E-05,-6.05E-05,-5.79E-05,-5.34E-05,-4.03E-05,-1.73E-05,1.30E-05,6.22E-05,0.000120451,0.00020869,0.000313517,0.000459419,0.000622999,0.00083839,0.001099653,0.001371878,0.001685753,0.002021595,0.002398629,0.002812081,0.003282828,0.003778386,0.004362342,0.005109406,0.005914731,0.006780751,0.007755608,0.008813431,0.009969347,0.011239502,0.012604997,0.014136873,0.015910242,0.017839801,0.01980114,0.021686154,0.023429015,0.025035838,0.026427439,0.027656841,0.028728609,0.029635186,0.030407047,0.031112052,0.031781604,0.032391446,0.03296969,0.033461045,0.033923932,0.034328865,0.034701538,0.034972854,0.035219643,0.035441536,0.035622839,0.035759024,0.035852819,0.035934211,0.036000363,0.036075755,0.036112006,0.036139592,0.036161599,0.036185528,0.036205185,0.036222786,0.036234485,0.036243801,0.036245357
10.2,2.48E-16,-6.24E-07,-1.05E-06,-2.98E-06,-5.74E-06,-8.21E-06,-1.05E-05,-1.44E-05,-1.80E-05,-2.24E-05,-2.75E-05,-3.30E-05,-3.84E-05,-4.42E-05,-5.01E-05,-5.43E-05,-5.86E-05,-6.07E-05,-6.17E-05,-5.79E-05,-4.93E-05,-3.20E-05,-6.59E-06,3.01E-05,8.10E-05,0.000149355,0.000240208,0.000359753,0.000508098,0.000702468,0.000939978,0.001192482,0.00147537,0.001789276,0.002128163,0.002512872,0.002937914,0.003393231,0.003924557,0.00461029,0.005354393,0.006140772,0.007045495,0.008022009,0.009100367,0.010295336,0.011572421,0.012971241,0.014595749,0.016425775,0.01838976,0.020369125,0.022256277,0.024014795,0.025604229,0.027009373,0.028237661,0.029265303,0.030115355,0.03088397,0.03161175,0.032285493,0.03291182,0.033459778,0.033966768,0.034420994,0.034831863,0.035136542,0.035413446,0.035659111,0.035864997,0.036012894,0.036123179,0.036211333,0.036289555,0.036373337,0.036415548,0.036447741,0.036473248,0.036501759,0.036523513,0.036546138,0.036558549,0.036571038,0.036572452
10.4,2.48E-16,-5.60E-07,-9.76E-07,-2.80E-06,-5.45E-06,-7.79E-06,-9.98E-06,-1.37E-05,-1.72E-05,-2.14E-05,-2.63E-05,-3.16E-05,-3.70E-05,-4.28E-05,-4.89E-05,-5.34E-05,-5.82E-05,-6.11E-05,-6.35E-05,-6.15E-05,-5.60E-05,-4.29E-05,-2.32E-05,5.66E-06,4.70E-05,0.000102374,0.000177767,0.000276345,0.000404625,0.000579441,0.000795875,0.001026884,0.001285447,0.001574166,0.001883756,0.002237347,0.002624749,0.003041007,0.003525106,0.004154727,0.004837613,0.005557119,0.006387526,0.007281017,0.008286264,0.009392727,0.010594529,0.011889114,0.013386214,0.015076971,0.0169423,0.018936329,0.020928543,0.022828971,0.024580229,0.026174886,0.027581571,0.028768543,0.029742043,0.030592714,0.0313774,0.032110043,0.0327925,0.033396014,0.0339532,0.034458429,0.034912471,0.035254214,0.035564,0.035837229,0.036069357,0.036233071,0.036359029,0.0364576,0.036548529,0.036642814,0.036690971,0.036728486,0.036758343,0.036792143,0.036816443,0.036844186,0.036858686,0.036873971,0.036875957
10.6,2.48E-16,-4.93E-07,-9.16E-07,-2.60E-06,-5.23E-06,-7.30E-06,-9.60E-06,-1.27E-05,-1.65E-05,-2.01E-05,-2.54E-05,-3.02E-05,-3.55E-05,-4.17E-05,-4.68E-05,-5.31E-05,-5.64E-05,-6.21E-05,-6.35E-05,-6.45E-05,-6.07E-05,-5.10E-05,-3.76E-05,-1.21E-05,1.70E-05,6.66E-05,0.000123332,0.000209416,0.000312836,0.000468809,0.000665926,0.000873532,0.001115898,0.001373038,0.001665212,0.001981021,0.002342904,0.002717347,0.003161545,0.0037402,0.004360818,0.005026098,0.005777705,0.006605897,0.007515134,0.008553594,0.009658732,0.010869925,0.012272036,0.013834168,0.015550861,0.017458632,0.019478009,0.021492013,0.023386748,0.025150725,0.026738193,0.028112725,0.02924423,0.03021262,0.031094711,0.031870271,0.032615577,0.033268329,0.0338871,0.034440025,0.034944977,0.035327577,0.035669446,0.035981312,0.036232363,0.036425472,0.036559052,0.036679077,0.036777628,0.036887329,0.036941103,0.036983982,0.037022316,0.037056978,0.037090793,0.037118112,0.0371408,0.037154944,0.037160386
10.8,2.48E-16,-4.53E-07,-8.47E-07,-2.51E-06,-4.87E-06,-7.08E-06,-8.84E-06,-1.25E-05,-1.53E-05,-1.96E-05,-2.39E-05,-2.91E-05,-3.44E-05,-3.96E-05,-4.65E-05,-5.02E-05,-5.73E-05,-5.97E-05,-6.54E-05,-6.48E-05,-6.45E-05,-5.82E-05,-4.56E-05,-3.11E-05,-1.04E-06,3.04E-05,8.56E-05,0.00014808,0.00024049,0.00036943,0.000546003,0.000740624,0.000951647,0.001200944,0.001453386,0.001758339,0.002076372,0.002428651,0.002829274,0.00335807,0.003934354,0.004527273,0.005232029,0.005969221,0.006822089,0.007753179,0.008790756,0.00989986,0.011226386,0.012694979,0.014263429,0.016023757,0.017976871,0.020020407,0.02204525,0.0239485,0.0257099,0.027273121,0.028581257,0.029711621,0.030700671,0.031590929,0.0323654,0.033092536,0.033756164,0.034374771,0.034926307,0.035352171,0.03573905,0.03607695,0.036372143,0.036572257,0.036739807,0.036862286,0.036986914,0.037104343,0.037168164,0.037219807,0.037259721,0.037307786,0.037338564,0.037380329,0.03739905,0.0374236,0.037426814
11,2.48E-16,-3.82E-07,-8.03E-07,-2.28E-06,-4.76E-06,-6.49E-06,-8.74E-06,-1.13E-05,-1.52E-05,-1.80E-05,-2.33E-05,-2.76E-05,-3.26E-05,-3.91E-05,-4.33E-05,-5.09E-05,-5.34E-05,-6.15E-05,-6.27E-05,-6.71E-05,-6.63E-05,-6.17E-05,-5.65E-05,-3.85E-05,-2.51E-05,1.19E-05,4.39E-05,0.000106696,0.000173562,0.000285894,0.000441391,0.000609784,0.000817165,0.001025851,0.001279438,0.001536911,0.001848045,0.00215571,0.002529174,0.003016771,0.003531586,0.004092716,0.004709626,0.005409469,0.006159068,0.007038686,0.007963824,0.008997782,0.01023756,0.011623558,0.013089991,0.014689826,0.016503966,0.018492987,0.020556919,0.022596549,0.024499687,0.026246465,0.027751593,0.029046369,0.030207428,0.031186674,0.032082559,0.032838535,0.033585006,0.034247403,0.03485804,0.035334105,0.035754803,0.036148483,0.036457332,0.036707944,0.036872041,0.037035369,0.037159936,0.037304193,0.037373193,0.037429749,0.037485899,0.037529383,0.037579977,0.037614102,0.037651168,0.037669024,0.037681
