Depth,0U1,1U1,2U1,3U1,4U1,5U1,6U1,7U1,8U1,9U1,10U1,11U1,12U1,13U1,14U1,15U1,16U1,17U1,18U1,19U1,20U1,21U1,22U1,23U1,24U1,25U1,26U1,27U1,28U1,29U1,30U1,31U1,32U1,33U1,34U1,35U1,36U1,37U1,38U1,39U1,40U1,41U1,42U1,43U1,44U1,45U1,46U1,47U1,48U1,49U1,50U1,51U1,52U1,53U1,54U1,55U1,56U1,57U1,58U1,59U1,60U1,61U1,62U1,63U1,64U1,65U1,66U1,67U1,68U1,69U1,70U1,71U1,72U1,73U1,74U1,75U1,76U1,77U1,78U1,79U1,80U1,81U1,82U1,83U1,84U1
11.2,2.48E-16,-3.62E-07,-7.39E-07,-2.24E-06,-4.35E-06,-6.43E-06,-7.83E-06,-1.15E-05,-1.37E-05,-1.80E-05,-2.16E-05,-2.67E-05,-0.00003168,-3.64E-05,-4.39E-05,-4.66E-05,-5.53E-05,-5.70E-05,-6.50E-05,-6.50E-05,-6.83E-05,-6.65E-05,-5.86E-05,-5.40E-05,-3.16E-05,-1.72E-05,0.000024323,6.05E-05,0.000127447,0.000213865,0.000344147,0.000505435,0.00067498,0.000890448,0.00109424,0.0013594,0.00161926,0.00192021,0.00225244,0.00269737,0.00318437,0.00367005,0.00426639,0.0048658,0.00558616,0.00635363,0.00722369,0.00814816,0.00930819,0.0106184,0.0119873,0.0134775,0.015127,0.0169776,0.0190068,0.0210908,0.0231383,0.0250431,0.0267281,0.0282365,0.0295413,0.0307093,0.0316801,0.0325597,0.0333307,0.0340813,0.034743,0.0352616,0.0357429,0.0361586,0.0365327,0.0367827,0.0370023,0.0371599,0.0373263,0.037474,0.0375584,0.0376291,0.0376818,0.0377505,0.0377896,0.0378506,0.0378755,0.0379144,0.0379208
11.4,2.48E-16,-2.96E-07,-7.04E-07,-2.02E-06,-4.30E-06,-5.83E-06,-7.85E-06,-1.02E-05,-1.37E-05,-1.63E-05,-2.12E-05,-2.52E-05,-2.99E-05,-3.60E-05,-4.02E-05,-4.77E-05,-5.05E-05,-5.88E-05,-6.09E-05,-6.66E-05,-6.81E-05,-6.72E-05,-6.65E-05,-5.54E-05,-4.99E-05,-2.50E-05,-6.65E-06,3.66E-05,8.01E-05,0.00015813,0.000267379,0.000397222,0.000568923,0.000741564,0.000955608,0.001170502,0.001434407,0.001691424,0.00200568,0.002417092,0.002848572,0.00331805,0.003830675,0.004412537,0.005031724,0.005763642,0.006530492,0.007383601,0.008453173,0.009667709,0.010961376,0.012347099,0.013883561,0.015562428,0.017457734,0.019509661,0.021607571,0.023663506,0.025522539,0.027197115,0.02873022,0.030032611,0.03119833,0.032151918,0.033030292,0.033820438,0.034565367,0.035140783,0.03565295,0.036139321,0.036526137,0.036842772,0.037058565,0.037272378,0.037436534,0.037619592,0.037711018,0.037787472,0.037864413,0.037923984,0.037992749,0.038041092,0.038092735,0.038121712,0.038142382
11.6,2.48E-16,-2.75E-07,-6.53E-07,-1.97E-06,-3.97E-06,-5.71E-06,-7.13E-06,-1.02E-05,-1.26E-05,-1.62E-05,-1.98E-05,-2.42E-05,-2.89E-05,-3.38E-05,-4.01E-05,-4.41E-05,-5.12E-05,-5.49E-05,-6.17E-05,-6.43E-05,-6.86E-05,-6.94E-05,-6.68E-05,-6.49E-05,-5.30E-05,-4.38E-05,-1.86E-05,5.99E-06,4.98E-05,0.000109139,0.000199844,0.00031542,0.000454956,0.000629352,0.000804406,0.001022284,0.001245484,0.001495781,0.001776544,0.002153564,0.002560402,0.002971096,0.003464442,0.003967626,0.004559476,0.005200851,0.00591668,0.0066795,0.00766185,0.008794704,0.009983218,0.0112906,0.012720821,0.014268407,0.0159975,0.017923129,0.019999086,0.02213055,0.024148164,0.026006114,0.027696929,0.029227464,0.030535193,0.031667,0.032631821,0.033509086,0.034311779,0.034952207,0.035528614,0.036045636,0.036498829,0.036828479,0.037100121,0.037321571,0.037527493,0.037723164,0.037832293,0.037925871,0.038004514,0.038089243,0.038151057,0.038227179,0.038270857,0.038320693,0.038339407
11.8,2.48E-16,-2.28E-07,-6.18E-07,-1.81E-06,-3.84E-06,-5.29E-06,-6.96E-06,-9.34E-06,-1.23E-05,-1.50E-05,-1.91E-05,-2.30E-05,-2.74E-05,-3.28E-05,-3.75E-05,-4.37E-05,-4.80E-05,-5.48E-05,-5.87E-05,-6.41E-05,-6.77E-05,-6.93E-05,-7.04E-05,-6.60E-05,-6.30E-05,-4.98E-05,-3.72E-05,-1.10E-05,1.90E-05,7.09E-05,0.000146328,0.000238245,0.000365859,0.000511421,0.00068449,0.000869559,0.001087226,0.001306985,0.001569841,0.001917709,0.002283852,0.002672768,0.003107937,0.003585344,0.004106847,0.004706682,0.005344431,0.00604299,0.006945258,0.007978652,0.009085491,0.010286042,0.011631029,0.013066588,0.014654804,0.016416022,0.018373604,0.02050113,0.022621792,0.024637315,0.026510354,0.028200443,0.029727838,0.031011299,0.03213927,0.033114146,0.033994068,0.034698383,0.035331841,0.035916308,0.036399976,0.036788444,0.037077894,0.037347265,0.037569656,0.037797836,0.037922731,0.038027215,0.038127507,0.03821399,0.038300149,0.038374839,0.038439862,0.038488847,0.038520332
12,2.48E-16,-2.02E-07,-5.79E-07,-1.73E-06,-3.61E-06,-5.08E-06,-6.49E-06,-9.07E-06,-1.15E-05,-1.45E-05,-1.81E-05,-2.20E-05,-2.63E-05,-3.12E-05,-3.65E-05,-4.14E-05,-4.71E-05,-5.22E-05,-5.78E-05,-6.22E-05,-6.70E-05,-6.95E-05,-7.05E-05,-7.01E-05,-6.59E-05,-5.97E-05,-4.64E-05,-2.93E-05,-2.30E-06,3.83E-05,0.000100446,0.000179124,0.000281513,0.000415143,0.000564894,0.00074121,0.000933754,0.001140709,0.001379127,0.00169896,0.002039513,0.002389394,0.002796951,0.003223106,0.0037089,0.004246784,0.00483302,0.005461266,0.006287514,0.00724055,0.008244526,0.009357456,0.010598929,0.011938329,0.013413471,0.015022257,0.016815857,0.018845329,0.020990143,0.023113543,0.025141371,0.027011957,0.028704457,0.030193286,0.0314843,0.032609614,0.0335981,0.034375071,0.0350738,0.035714171,0.036258186,0.0366816,0.037019,0.037315943,0.037576914,0.037830529,0.037976971,0.038100243,0.038212443,0.038318543,0.038411757,0.038506586,0.038576486,0.038640786,0.038677586
12.2,2.48E-16,-1.71E-07,-5.46E-07,-1.62E-06,-3.44E-06,-4.80E-06,-6.18E-06,-8.59E-06,-1.09E-05,-1.37E-05,-1.73E-05,-2.09E-05,-2.51E-05,-2.99E-05,-3.49E-05,-4.00E-05,-4.52E-05,-5.07E-05,-5.59E-05,-6.08E-05,-6.57E-05,-6.89E-05,-7.11E-05,-7.15E-05,-6.98E-05,-6.50E-05,-5.58E-05,-4.20E-05,-2.11E-05,1.21E-05,6.33E-05,0.000127982,0.000214169,0.000325964,0.000461038,0.000620049,0.000797338,0.000986242,0.001205445,0.00150032,0.001812639,0.002135259,0.002508048,0.002899209,0.003341616,0.003833156,0.004365763,0.004934823,0.005690976,0.00656155,0.007480394,0.008495796,0.009637055,0.010879532,0.012248267,0.013739279,0.015369878,0.017245246,0.019325215,0.02147903,0.023615304,0.02564339,0.027512687,0.02917538,0.03065881,0.031955381,0.033089546,0.033981465,0.034757027,0.035458266,0.036055239,0.036529839,0.036908573,0.037246138,0.037541961,0.037829208,0.037999393,0.038142431,0.038272192,0.038395231,0.038504042,0.038613212,0.038696427,0.038772123,0.038818451
12.4,2.48E-16,-1.42E-07,-5.15E-07,-1.52E-06,-3.29E-06,-4.52E-06,-5.92E-06,-8.08E-06,-1.05E-05,-1.30E-05,-1.65E-05,-1.99E-05,-2.39E-05,-2.87E-05,-3.32E-05,-3.87E-05,-4.31E-05,-4.93E-05,-5.37E-05,-5.94E-05,-6.42E-05,-6.79E-05,-7.13E-05,-7.17E-05,-7.29E-05,-6.83E-05,-6.37E-05,-5.14E-05,-3.66E-05,-8.88E-06,3.29E-05,8.52E-05,0.000159053,0.000249141,0.000369685,0.000508783,0.000674673,0.00084403,0.001047287,0.001318471,0.001604115,0.001904555,0.002241591,0.002606555,0.003004917,0.003459485,0.003939954,0.004459702,0.005149879,0.005941391,0.006783523,0.007704389,0.008754526,0.009883419,0.011162914,0.01253545,0.014041914,0.015756743,0.017704736,0.019804964,0.021974907,0.024113471,0.026145457,0.02798205,0.029645164,0.0311257,0.032435693,0.033476064,0.034365521,0.035160464,0.035797521,0.036328479,0.036748257,0.037135964,0.037465721,0.037792479,0.037990893,0.038153814,0.038308693,0.038444243,0.038578479,0.038696536,0.038801243,0.038884929,0.038945214
12.6,2.48E-16,-1.23E-07,-4.85E-07,-1.45E-06,-3.09E-06,-4.36E-06,-5.50E-06,-7.89E-06,-9.77E-06,-1.26E-05,-1.56E-05,-1.91E-05,-2.29E-05,-2.72E-05,-3.23E-05,-3.64E-05,-4.23E-05,-4.66E-05,-5.28E-05,-5.70E-05,-6.28E-05,-6.69E-05,-6.98E-05,-7.34E-05,-7.23E-05,-7.36E-05,-6.65E-05,-6.15E-05,-4.67E-05,-2.69E-05,7.45E-06,5.27E-05,0.000108857,0.000191052,0.000283074,0.000415203,0.000556697,0.000719223,0.000900543,0.001150831,0.001417982,0.00168565,0.002007807,0.002328323,0.002708239,0.003110676,0.003559428,0.00402627,0.004656695,0.005384444,0.006139942,0.006992714,0.007933097,0.008980725,0.01013414,0.011416736,0.012799403,0.014385267,0.016192359,0.018163903,0.020283963,0.022467509,0.024607999,0.026619026,0.028449332,0.030116457,0.031610035,0.032823213,0.033866991,0.034765205,0.035504787,0.036061962,0.036544426,0.036966875,0.037350615,0.037712562,0.037942458,0.038137353,0.038304478,0.038476021,0.038614573,0.038767141,0.038874718,0.038985962,0.039050938
12.8,2.48E-16,-9.14E-08,-4.60E-07,-1.33E-06,-2.99E-06,-4.03E-06,-5.39E-06,-7.20E-06,-9.59E-06,-1.16E-05,-1.51E-05,-1.80E-05,-2.18E-05,-2.63E-05,-3.01E-05,-3.59E-05,-3.94E-05,-4.62E-05,-4.96E-05,-5.61E-05,-6.07E-05,-6.51E-05,-7.02E-05,-7.09E-05,-7.59E-05,-7.22E-05,-7.38E-05,-6.45E-05,-5.85E-05,-3.95E-05,-1.22E-05,2.14E-05,7.51E-05,0.000132535,0.000222612,0.000319989,0.000461104,0.000597336,0.00077043,0.000999311,0.001238749,0.001498339,0.001776439,0.002092521,0.002418727,0.00280752,0.003201914,0.00363656,0.004212493,0.00486745,0.005572493,0.00632488,0.007205469,0.008132566,0.009211887,0.010357986,0.011649243,0.013113343,0.014798543,0.016630186,0.018618829,0.020761871,0.022957686,0.025080971,0.027091243,0.028924729,0.0306067,0.032015443,0.033216314,0.034280943,0.035105171,0.035771686,0.036271371,0.036764757,0.037179857,0.037595057,0.0378615,0.0380768,0.0382879,0.038461029,0.038647157,0.038796114,0.038944871,0.039057214,0.039146571
13,2.48E-16,-8.19E-08,-4.33E-07,-1.30E-06,-2.78E-06,-3.95E-06,-4.89E-06,-7.23E-06,-8.75E-06,-1.15E-05,-1.40E-05,-1.74E-05,-2.09E-05,-2.47E-05,-2.98E-05,-3.31E-05,-3.94E-05,-4.27E-05,-4.95E-05,-5.30E-05,-5.94E-05,-6.40E-05,-6.73E-05,-7.30E-05,-7.21E-05,-7.77E-05,-7.17E-05,-7.31E-05,-6.24E-05,-5.20E-05,-2.94E-05,1.95E-06,3.67E-05,9.80E-05,0.000155795,0.000255851,0.000359428,0.000498609,0.000646452,0.00085832,0.001086675,0.001308291,0.001588495,0.001850678,0.002180369,0.002509536,0.00289195,0.003276372,0.003803737,0.004413723,0.005033924,0.005746922,0.006511808,0.00738766,0.008337161,0.009408898,0.010563479,0.011927327,0.013506901,0.015206178,0.017048337,0.019068042,0.021231099,0.023425387,0.025548003,0.027566937,0.029421134,0.031021165,0.032433117,0.033634145,0.034632176,0.0353593,0.035975244,0.036483322,0.036971099,0.03742553,0.037730957,0.037994137,0.038211966,0.038443993,0.038620962,0.038828178,0.038968768,0.039127765,0.039218188
13.2,2.48E-16,-5.19E-08,-4.12E-07,-1.18E-06,-2.71E-06,-3.62E-06,-4.88E-06,-6.48E-06,-8.73E-06,-1.05E-05,-1.37E-05,-1.63E-05,-1.98E-05,-2.40E-05,-2.75E-05,-3.30E-05,-3.61E-05,-4.27E-05,-4.59E-05,-5.24E-05,-5.69E-05,-6.18E-05,-6.75E-05,-6.90E-05,-7.56E-05,-7.35E-05,-7.81E-05,-7.20E-05,-0.000071119,-5.88E-05,-4.16E-05,-2.04E-05,1.74E-05,5.40E-05,0.000119503,0.000183463,0.000289155,0.000395724,0.000540758,0.000732753,0.00093453,0.001156687,0.001389336,0.001660836,0.001932707,0.002264436,0.002592066,0.002957129,0.003438954,0.003985326,0.004575331,0.005192674,0.005923364,0.006679041,0.007576733,0.008518849,0.009587074,0.01083166,0.012299329,0.013900636,0.015593579,0.01746775,0.01951335,0.021683493,0.023879579,0.026015236,0.028050407,0.02984435,0.031426829,0.032855957,0.033980864,0.034886086,0.035549893,0.036167071,0.036676807,0.03719865,0.0375542,0.037840307,0.038120671,0.038349286,0.038593329,0.038789893,0.038988929,0.039147236,0.039272914
13.4,2.48E-16,-4.40E-08,-3.91E-07,-1.15E-06,-2.53E-06,-3.54E-06,-4.45E-06,-6.47E-06,-8.01E-06,-1.03E-05,-1.28E-05,-1.57E-05,-1.90E-05,-2.26E-05,-2.71E-05,-3.05E-05,-3.60E-05,-3.96E-05,-4.55E-05,-4.95E-05,-5.55E-05,-6.03E-05,-6.45E-05,-7.00E-05,-7.16E-05,-7.70E-05,-7.50E-05,-7.75E-05,-7.22E-05,-6.66E-05,-5.24E-05,-3.24E-05,-8.86E-06,3.22E-05,7.26E-05,0.000141341,0.000214674,0.000318074,0.000439259,0.000616485,0.00080807,0.000998065,0.001233372,0.001458888,0.001735406,0.002016558,0.002337004,0.002660279,0.003103382,0.003613708,0.004132874,0.004721763,0.005356237,0.006071799,0.006856421,0.007731869,0.008686995,0.009822565,0.011189519,0.012668509,0.01425525,0.01598072,0.017876861,0.019948146,0.022125517,0.024334078,0.026494339,0.02848077,0.030265279,0.031854484,0.03320867,0.034239497,0.035070565,0.035746264,0.036340886,0.036906153,0.037314214,0.037661354,0.03795806,0.038252302,0.038496348,0.038756639,0.038956451,0.039165086,0.039299843
13.6,2.48E-16,-2.25E-08,-3.71E-07,-1.06E-06,-2.44E-06,-3.29E-06,-4.35E-06,-5.93E-06,-7.85E-06,-9.57E-06,-1.23E-05,-1.49E-05,-1.80E-05,-2.18E-05,-2.53E-05,-2.99E-05,-3.35E-05,-3.89E-05,-4.28E-05,-4.84E-05,-5.32E-05,-5.82E-05,-6.37E-05,-6.69E-05,-7.26E-05,-7.38E-05,-7.78E-05,-7.63E-05,-7.68E-05,-7.06E-05,-6.01E-05,-4.64E-05,-2.24E-05,3.70E-06,4.65E-05,9.29E-05,0.00016448,0.000241993,0.000352569,0.000512154,0.000683446,0.000867988,0.001070324,0.001295439,0.001532336,0.001808339,0.002089496,0.002394663,0.002801027,0.003262664,0.003750973,0.004270076,0.004869036,0.005496376,0.006228601,0.007003491,0.007875321,0.00890722,0.010154603,0.011535043,0.012994429,0.014607914,0.016351271,0.018281971,0.020371957,0.022567871,0.024801671,0.026941943,0.028913171,0.0307036,0.032216929,0.033469929,0.034434314,0.0352609,0.035931486,0.036559129,0.037027871,0.037419257,0.037778943,0.038092814,0.038397529,0.038671186,0.0389243,0.039147543,0.039316029
13.8,2.48E-16,-1.22E-08,-3.53E-07,-1.01E-06,-2.30E-06,-3.17E-06,-4.06E-06,-5.76E-06,-7.36E-06,-9.26E-06,-1.16E-05,-1.42E-05,-1.72E-05,-2.06E-05,-2.45E-05,-2.81E-05,-3.26E-05,-3.67E-05,-4.16E-05,-4.61E-05,-5.15E-05,-5.64E-05,-6.13E-05,-6.61E-05,-6.99E-05,-7.43E-05,-7.59E-05,-7.82E-05,-7.75E-05,-7.47E-05,-6.65E-05,-5.48E-05,-3.83E-05,-1.29E-05,1.69E-05,6.14E-05,0.000114837,0.000184982,0.000274405,0.000416839,0.000575636,0.000739177,0.000933919,0.001130966,0.001360362,0.001604893,0.00187193,0.002147599,0.002522347,0.002950597,0.003389821,0.003875161,0.004408112,0.004991391,0.005644108,0.00635397,0.007136017,0.008070735,0.009218661,0.010476369,0.011829774,0.013319967,0.014936984,0.016724071,0.018676562,0.02079067,0.02301981,0.025258474,0.027385581,0.029360191,0.031076311,0.032493805,0.033667166,0.034637421,0.035445841,0.03615698,0.036690228,0.037144465,0.037546134,0.037921252,0.038254368,0.038583625,0.038860787,0.039126948,0.039318611
14,2.48E-16,1.79E-09,-3.36E-07,-9.49E-07,-2.20E-06,-2.99E-06,-3.89E-06,-5.43E-06,-7.05E-06,-8.75E-06,-1.11E-05,-1.35E-05,-1.64E-05,-1.97E-05,-2.33E-05,-2.70E-05,-3.10E-05,-3.54E-05,-3.98E-05,-4.45E-05,-4.96E-05,-5.45E-05,-5.96E-05,-6.40E-05,-6.88E-05,-7.25E-05,-7.57E-05,-7.76E-05,-7.88E-05,-7.69E-05,-7.11E-05,-6.27E-05,-4.86E-05,-0.000029669,-3.41E-06,3.10E-05,7.75E-05,0.000134117,0.000210163,0.000331819,0.00047472,0.00062652,0.000802452,0.000987485,0.001195215,0.001424275,0.001667625,0.001923055,0.002268255,0.00266078,0.00306653,0.003507465,0.003998695,0.00452498,0.005122585,0.005762315,0.00647012,0.007314625,0.008361365,0.00951506,0.0107482,0.0121211,0.0136195,0.01527465,0.0170851,0.01906255,0.02121445,0.02348325,0.0257106,0.0278405,0.02974755,0.0313657,0.03271475,0.03387845,0.03484075,0.0356792,0.03631095,0.03682585,0.03728335,0.0377112,0.03809835,0.0384687,0.03879095,0.039091,0.03931625
14.2,2.48E-16,1.38E-08,-3.20E-07,-8.94E-07,-2.10E-06,-2.84E-06,-3.71E-06,-5.13E-06,-6.73E-06,-8.29E-06,-1.06E-05,-1.29E-05,-1.56E-05,-1.88E-05,-2.22E-05,-2.59E-05,-2.96E-05,-3.40E-05,-3.80E-05,-4.28E-05,-4.76E-05,-5.25E-05,-5.78E-05,-6.20E-05,-6.73E-05,-7.08E-05,-7.49E-05,-7.68E-05,-7.94E-05,-7.83E-05,-7.45E-05,-6.86E-05,-5.71E-05,-4.28E-05,-2.04E-05,6.52E-06,4.62E-05,9.20E-05,0.000156457,0.000258483,0.000383731,0.000523242,0.000682851,0.000855318,0.001044152,0.001258343,0.001480148,0.001717251,0.002035192,0.002395981,0.002770436,0.003172109,0.003625126,0.004101721,0.004649702,0.005227046,0.005868974,0.006632464,0.007585382,0.008637814,0.009758926,0.011018334,0.012385976,0.013930558,0.015598603,0.017433385,0.019450189,0.021672086,0.023938243,0.026170495,0.028238303,0.030060812,0.031607528,0.03295593,0.034100219,0.035097912,0.035861615,0.036469353,0.036993126,0.037475407,0.037923694,0.038340237,0.038712553,0.03905226,0.039314253
14.4,2.48E-16,2.21E-08,-3.06E-07,-8.49E-07,-1.99E-06,-2.72E-06,-3.48E-06,-4.95E-06,-6.32E-06,-7.99E-06,-9.98E-06,-1.23E-05,-1.49E-05,-1.79E-05,-2.14E-05,-2.45E-05,-2.87E-05,-3.21E-05,-3.68E-05,-4.08E-05,-4.60E-05,-5.07E-05,-5.55E-05,-6.06E-05,-6.46E-05,-7.00E-05,-7.25E-05,-7.69E-05,-7.84E-05,-7.96E-05,-7.69E-05,-7.22E-05,-0.000065223,-5.12E-05,-3.69E-05,-1.07E-05,1.76E-05,5.94E-05,0.000110254,0.0001969,0.00030465,0.000426073,0.000578414,0.000728797,0.000911451,0.001100523,0.00131246,0.001526167,0.00182133,0.002156413,0.00249448,0.00287261,0.003276419,0.003723529,0.004212967,0.004746676,0.005322779,0.006014926,0.006884774,0.007834219,0.008862726,0.00999725,0.011260314,0.012663614,0.014222571,0.015906443,0.0177745,0.019891071,0.022118557,0.024392943,0.026580443,0.028573486,0.0303374,0.031874171,0.033209129,0.034384271,0.0353062,0.036051471,0.036662914,0.037224043,0.037713614,0.038200843,0.038613286,0.039009143,0.039308857
14.6,2.48E-16,3.51E-08,-2.90E-07,-7.90E-07,-1.91E-06,-2.54E-06,-3.38E-06,-4.57E-06,-6.14E-06,-7.42E-06,-9.62E-06,-1.16E-05,-1.42E-05,-1.72E-05,-2.01E-05,-2.38E-05,-2.68E-05,-3.14E-05,-3.47E-05,-3.96E-05,-4.39E-05,-4.87E-05,-5.41E-05,-5.77E-05,-6.41E-05,-6.67E-05,-7.26E-05,-7.42E-05,-7.90E-05,-7.91E-05,-7.83E-05,-7.64E-05,-6.84E-05,-6.21E-05,-4.48E-05,-3.05E-05,-5.01E-07,2.78E-05,7.45E-05,0.000145396,0.000233881,0.000345305,0.00047391,0.000624241,0.00077801,0.000966335,0.001149769,0.001355346,0.001625591,0.00193091,0.002252644,0.00258564,0.002974644,0.003364598,0.003830188,0.004301886,0.004833572,0.005460906,0.006247639,0.007120764,0.008033863,0.009083782,0.010210239,0.01151615,0.012923953,0.014494851,0.016206544,0.018191787,0.020321437,0.022562417,0.024808486,0.026947305,0.028888126,0.03064356,0.032161221,0.033529396,0.034636019,0.035531667,0.036287526,0.036929168,0.037502268,0.038026548,0.038516079,0.038951696,0.039303279
14.8,2.48E-16,3.92E-08,-2.78E-07,-7.58E-07,-1.79E-06,-2.47E-06,-3.12E-06,-4.51E-06,-5.65E-06,-7.28E-06,-8.96E-06,-1.12E-05,-1.35E-05,-1.62E-05,-1.96E-05,-2.21E-05,-2.64E-05,-2.92E-05,-3.41E-05,-3.73E-05,-4.25E-05,-4.70E-05,-5.15E-05,-5.70E-05,-6.04E-05,-6.69E-05,-6.87E-05,-7.47E-05,-7.64E-05,-7.97E-05,-7.92E-05,-7.70E-05,-7.51E-05,-6.45E-05,-5.87E-05,-3.83E-05,-2.31E-05,8.26E-06,4.09E-05,0.000102559,0.000179426,0.000265034,0.000392327,0.000512729,0.000672908,0.000827575,0.001012855,0.001191429,0.001445173,0.001732059,0.002014996,0.002342513,0.002674869,0.003058441,0.003460129,0.00391089,0.004382095,0.004954004,0.005677681,0.006455888,0.007305626,0.008227501,0.009275659,0.010437207,0.011746593,0.013166607,0.014751014,0.0165989,0.018598814,0.020744057,0.022981864,0.025199907,0.0273063,0.029235736,0.030974386,0.032526064,0.0338257,0.0349216,0.035808607,0.036606621,0.037252136,0.037863121,0.038392214,0.03890695,0.039303529
15,2.48E-16,5.22E-08,-2.64E-07,-6.99E-07,-1.74E-06,-2.29E-06,-3.08E-06,-4.09E-06,-5.57E-06,-6.66E-06,-8.73E-06,-1.05E-05,-1.29E-05,-1.56E-05,-1.82E-05,-2.18E-05,-2.44E-05,-2.88E-05,-3.17E-05,-3.65E-05,-4.04E-05,-4.51E-05,-5.03E-05,-5.37E-05,-6.03E-05,-6.26E-05,-6.94E-05,-7.09E-05,-7.70E-05,-7.79E-05,-7.92E-05,-7.98E-05,-7.47E-05,-7.36E-05,-6.06E-05,-5.43E-05,-3.21E-05,-1.55E-05,1.80E-05,6.68E-05,0.000128293,0.000209322,0.000303705,0.000431303,0.000556314,0.000719868,0.000871827,0.001049732,0.001279705,0.001539579,0.001816174,0.002095145,0.002430228,0.002752626,0.003150085,0.003538475,0.003983168,0.004501161,0.005152828,0.005879029,0.006621165,0.007487917,0.008399875,0.00948307,0.010647337,0.011961884,0.013396542,0.015116976,0.016987008,0.018998894,0.021158952,0.02339353,0.025594535,0.027694006,0.029610555,0.031376329,0.03288062,0.034159565,0.03525867,0.03617711,0.03699392,0.037658772,0.038281454,0.038842167,0.03930693
15.2,2.48E-16,5.50E-08,-2.54E-07,-6.72E-07,-1.63E-06,-2.23E-06,-2.84E-06,-4.05E-06,-5.12E-06,-6.55E-06,-8.12E-06,-1.02E-05,-1.23E-05,-1.48E-05,-1.78E-05,-0.000020252,-2.41E-05,-2.68E-05,-3.12E-05,-3.43E-05,-3.91E-05,-4.34E-05,-4.78E-05,-5.29E-05,-5.67E-05,-6.26E-05,-6.53E-05,-7.11E-05,-7.38E-05,-7.78E-05,-7.89E-05,-7.90E-05,-7.92E-05,-7.32E-05,-7.07E-05,-5.75E-05,-4.84E-05,-2.72E-05,-5.39E-06,3.77E-05,9.16E-05,0.000152095,0.000243687,0.00033861,0.000471175,0.000602664,0.00075878,0.000911359,0.001128303,0.001372879,0.001615323,0.001893594,0.002176873,0.00250043,0.00284082,0.003218011,0.00361099,0.004087436,0.004689451,0.005336751,0.0060347,0.006789813,0.007643156,0.008593707,0.009671084,0.010846557,0.012157986,0.013748871,0.015482471,0.017366571,0.019410514,0.021593743,0.023839514,0.026041043,0.028126843,0.030074757,0.031799143,0.0332995,0.034567143,0.035708757,0.036648129,0.037480671,0.0381515,0.038804929,0.039330786
15.4,2.48E-16,6.44E-08,-2.41E-07,-6.25E-07,-1.57E-06,-2.08E-06,-2.77E-06,-3.73E-06,-5.00E-06,-6.07E-06,-7.84E-06,-9.58E-06,-1.17E-05,-1.42E-05,-1.67E-05,-1.97E-05,-2.25E-05,-2.62E-05,-2.93E-05,-3.33E-05,-3.73E-05,-4.16E-05,-4.64E-05,-5.02E-05,-5.59E-05,-5.92E-05,-6.49E-05,-6.78E-05,-7.33E-05,-7.58E-05,-7.81E-05,-7.99E-05,-7.84E-05,-7.82E-05,-7.16E-05,-6.73E-05,-5.43E-05,-4.26E-05,-2.09E-05,1.33E-05,5.67E-05,0.000112559,0.000181369,0.000272646,0.000377557,0.000510889,0.000642582,0.000791444,0.000988732,0.00121193,0.001445395,0.001688444,0.001968229,0.002247186,0.002579174,0.002910089,0.003280125,0.003713383,0.004260204,0.00486335,0.005480731,0.006186366,0.006934786,0.007814363,0.008768078,0.009843699,0.011024542,0.012481603,0.014095633,0.015835645,0.017766426,0.019868642,0.02209631,0.024353311,0.02654832,0.028655861,0.030586209,0.032300837,0.033788412,0.03509099,0.036247757,0.037214961,0.03804095,0.038749317,0.039356425
15.6,2.48E-16,6.82E-08,-2.31E-07,-5.94E-07,-1.49E-06,-2.00E-06,-2.59E-06,-3.62E-06,-4.68E-06,-5.86E-06,-7.38E-06,-9.19E-06,-1.11E-05,-1.35E-05,-1.61E-05,-1.86E-05,-2.18E-05,-2.47E-05,-2.84E-05,-3.16E-05,-3.59E-05,-3.99E-05,-4.44E-05,-4.88E-05,-5.32E-05,-5.81E-05,-6.20E-05,-6.68E-05,-7.08E-05,-7.47E-05,-7.71E-05,-7.89E-05,-8.00E-05,-7.82E-05,-7.66E-05,-7.01E-05,-6.36E-05,-5.11E-05,-3.61E-05,-6.66E-06,3.04E-05,7.40E-05,0.000137096,0.000207095,0.000304756,0.000416941,0.000544768,0.000676405,0.000860627,0.001068634,0.001278973,0.001512786,0.001759827,0.002029599,0.002324241,0.002637991,0.002971032,0.003369696,0.003874624,0.004420289,0.004994741,0.005620813,0.006311251,0.007092646,0.007963891,0.008924795,0.009992625,0.01132805,0.012802164,0.014417743,0.016218443,0.018223836,0.020398221,0.022644479,0.024899586,0.027113721,0.029216529,0.031142086,0.032839943,0.034355343,0.035674571,0.036844729,0.037813514,0.038654771,0.039338843
