,COORD.COOR2,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1,SM.SM1
10,-2.0,6.203850000000001e-25,5.28306e-16,1.05661e-15,1.05661e-15,-1.05661e-15,-6.98802e-21,4.22644e-15,2.11322e-15,2.1132100000000007e-15,-2.1131900000000007e-15,-4.01512e-14,-1.6905700000000005e-14,-4.2263999999999994e-15,2.11322e-14,7.75482e-26,-1.26793e-14,-4.2264299999999995e-15,-4.2264299999999995e-15,-1.26793e-14,-4.00666e-25,-4.2264299999999995e-15,-8.45285e-15,-4.2264299999999995e-15,-4.81815e-13,1.69067e-14,8.45269e-15,-1.60605e-11,7.692119999999999e-12,-3.03881e-12,2.2949599999999997e-12,1.19397e-11,1.8089200000000001e-12,-3.80379e-13,8.199299999999999e-13,4.80124e-12,1.0545e-12,-3.69391e-12,-5.8253e-11,-1.74535e-10,-2.5165799999999998e-12,-1.18802e-09,4.36855e-12,5.14585e-11,-8.677810000000002e-10,-4.20906e-11,4.1668e-11,-6.25619e-12,-1.334e-10,-1.19305e-10,6.52021e-12,-2.1455e-11,6.69257e-11,-3.5122e-11,-8.39252e-12,1.7286099999999998e-12,-7.80853e-11,-2.92047e-12,1.53293e-11,1.36091e-11,7.70903e-11,1.76834e-11,-1.4539e-12,-1.78948e-11,8.45285e-15,8.96851e-12,-5.11136e-14,-1.20876e-12,-1.96403e-10,-1.30512e-11,-4.23489e-12,-1.06253e-11,4.73784e-11,1.35246e-12,-1.52153e-13,-3.68208e-11,-9.50949e-12,7.74284e-12,7.20693e-11,1.6686e-11,3.39637e-11,-1.08112e-11,6.83838e-12,-3.98976e-12
11,-2.2,8.27181e-25,4.2351599999999996e-22,2.1132100000000007e-15,1.05661e-15,-1.05661e-15,-2.11322e-15,2.11322e-15,-2.11322e-15,2.1132100000000007e-15,1.99053e-20,-4.43776e-14,-2.11321e-14,-1.26792e-14,1.26793e-14,2.58494e-26,-4.2264299999999995e-15,1.8094599999999998e-25,-4.2264299999999995e-15,-1.6905700000000005e-14,-1.9387000000000003e-25,3.87741e-26,-8.45285e-15,2.49875e-20,-1.39473e-13,1.01644e-20,8.45269e-15,-2.66308e-11,8.4233e-12,4.3152e-12,3.56712e-12,6.21288e-13,-1.8173700000000002e-12,1.0620999999999998e-11,3.71927e-13,7.31176e-13,1.74552e-12,-4.07006e-12,-6.31747e-11,-2.23172e-10,-8.12533e-13,-1.36338e-09,-3.68017e-12,-2.98667e-11,-9.60177e-10,-1.8655999999999998e-11,2.57676e-11,2.95298e-12,-1.97269e-10,-8.64574e-11,1.64213e-11,-2.57734e-11,3.93439e-11,-3.1573e-11,-2.72106e-11,6.33966e-13,-6.74545e-11,-9.47991e-12,1.1534000000000002e-11,1.49743e-11,3.8207e-12,1.94247e-11,-1.58914e-12,-1.95515e-11,-1.60605e-13,4.31942e-12,1.4012e-12,-5.91702e-13,-2.16174e-10,-1.66353e-11,-4.48848e-12,-1.1665e-11,4.96438e-11,3.86297e-12,6.846840000000002e-13,-4.05738e-11,1.25948e-12,8.51205e-12,6.92545e-11,2.42598e-11,1.92557e-11,-9.17561e-12,-9.10376e-12,-2.3034099999999998e-12
12,-2.4,6.462350000000001e-25,-5.28305e-16,2.1132100000000007e-15,1.05661e-15,9.69352e-26,2.1132300000000002e-15,-2.1132300000000002e-15,-2.11322e-15,2.1132100000000007e-15,2.1132100000000007e-15,-5.07173e-14,-1.6905700000000005e-14,-1.26793e-14,1.6905700000000005e-14,-4.2264299999999995e-15,-1.26793e-14,-4.2264299999999995e-15,0.0,-1.26793e-14,-4.2264299999999995e-15,-3.87741e-26,0.0,2.49875e-20,-2.87398e-13,9.57147e-19,2.06795e-25,-4.33591e-11,9.13757e-12,5.87477e-13,5.54509e-12,-1.06971e-11,-2.23579e-12,7.4808e-12,-5.91702e-14,1.86809e-12,2.73028e-12,-4.43354e-12,-6.82126e-11,-3.5009e-10,9.31666e-13,-1.53894e-09,-4.47105e-12,3.12176e-12,-8.97867e-10,-2.18132e-11,1.54323e-11,-2.08263e-12,-1.52715e-10,-1.14787e-10,3.26136e-11,-2.96223e-11,-4.56118e-11,-2.85994e-11,-4.80492e-11,6.234e-13,-5.66586e-11,-6.78767e-12,-1.04689e-11,1.63225e-11,-6.94066e-11,2.11829e-11,-1.7328400000000001e-12,-2.1351999999999997e-11,-3.212090000000001e-13,-2.95852e-13,-3.94711e-13,-5.07173e-14,-2.35971e-10,-1.53335e-11,-4.72516e-12,-1.27469e-11,5.19261e-11,2.07096e-12,2.6204e-13,-4.42931e-11,1.10902e-11,9.281260000000001e-12,6.17906e-11,3.07347e-11,5.76487e-12,5.96351e-12,-1.06422e-11,-1.05238e-12
13,-2.6,3.3604200000000004e-25,6.46225e-27,1.05661e-15,-1.8094599999999998e-25,1.05661e-15,7.41154e-21,-2.1132300000000002e-15,-6.203850000000001e-25,0.0,-2.11322e-15,-5.91702e-14,-1.69058e-14,-8.45283e-15,2.11322e-14,-4.2264299999999995e-15,-1.6905700000000005e-14,-4.2264299999999995e-15,8.45285e-15,-2.53587e-14,-8.45285e-15,5.16988e-26,8.45285e-15,-4.2264299999999995e-15,-1.56378e-13,1.69067e-14,-1.03398e-25,-2.40358e-11,9.84338e-12,-3.1148900000000007e-12,8.61349e-12,-7.93303e-12,4.77588e-13,-1.04055e-11,-5.5789e-13,3.01345e-12,2.91626e-13,-4.79701e-12,-7.31829e-11,-3.98559e-10,-3.04806e-12,-1.6272799999999998e-09,1.8326900000000003e-12,3.63833e-11,-1.00492e-09,-5.15964e-11,8.72073e-12,-7.081469999999999e-12,-1.1174799999999997e-10,-1.42987e-10,1.17897e-11,-3.3255000000000006e-11,-7.30952e-11,-2.50969e-11,-2.92462e-11,1.6715599999999998e-12,-9.790100000000001e-11,5.68034e-12,-1.41332e-11,1.76538e-11,-1.81737e-11,2.2958000000000003e-11,-1.88499e-12,-2.32877e-11,-1.85964e-13,1.31865e-12,-2.06455e-12,5.83249e-13,-2.55759e-10,-8.76564e-12,-4.911119999999999e-12,-1.38374e-11,5.69471e-11,-4.33633e-12,-1.52152e-13,-4.79955e-11,-1.1326899999999999e-12,1.00674e-11,8.529799999999999e-11,3.68377e-11,2.51727e-11,6.67778e-12,1.88499e-12,-1.26794e-14
14,-2.8,-6.203850000000001e-25,-9.860760000000001e-32,1.05661e-15,-1.05661e-15,1.05661e-15,2.3293400000000004e-21,-5.16988e-26,-2.06795e-25,-1.55096e-25,3.59989e-21,-6.33966e-14,-2.11322e-14,-1.26793e-14,2.53587e-14,-4.2264299999999995e-15,-1.26793e-14,-9.69352e-26,8.45288e-15,-2.95852e-14,0.0,-8.411600000000001e-21,4.2264299999999995e-15,2.58494e-25,2.57813e-13,8.45285e-15,8.4529e-15,3.50879e-11,1.05281e-11,4.34478e-12,1.33767e-11,9.45455e-12,-2.1977399999999997e-13,-1.41248e-11,-1.2129899999999999e-12,-1.0228e-12,-2.1576e-12,-5.16471e-12,-7.79673e-11,-3.73212e-10,-1.2730799999999999e-12,-1.71897e-09,4.39021e-13,-4.40295e-11,-1.1113900000000002e-09,-5.46521e-11,4.32312e-12,2.21545e-12,-1.87101e-10,-1.09557e-10,-4.98459e-11,-3.68783e-11,-4.84635e-11,-1.98682e-11,-1.23518e-11,1.57012e-12,-8.69913e-11,8.41907e-12,-1.77511e-13,1.90148e-11,2.8706e-11,2.47078e-11,-2.0371400000000003e-12,-2.53925e-11,-3.71927e-13,9.41651e-12,-2.28492e-13,1.37782e-12,-2.75606e-10,-7.56533e-12,-4.97875e-12,-1.49109e-11,6.48632e-11,-6.09453e-12,7.18495e-13,-5.16978e-11,7.85273e-12,1.08281e-11,1.4266800000000002e-10,4.32957e-11,1.1834e-11,-6.90178e-12,1.43614e-11,1.0185700000000002e-12
15,-3.0,-5.428370000000001e-25,0.0,1.05661e-15,-1.05661e-15,1.03398e-25,9.952639999999999e-21,1.55096e-25,2.06795e-25,-2.11322e-15,6.33966e-15,-6.55098e-14,-1.6905700000000005e-14,-1.26793e-14,3.38115e-14,-8.45285e-15,-4.22645e-15,4.2264600000000004e-15,8.45289e-15,-1.6905700000000005e-14,-2.49875e-20,-8.41165e-21,9.97001e-21,-4.2264299999999995e-15,6.25513e-13,-1.03398e-25,8.4529e-15,5.43478e-11,1.11789e-11,6.88905e-13,8.165480000000001e-12,1.22102e-11,-9.08684e-13,-4.41663e-12,-2.17239e-12,-3.00077e-13,-1.19819e-12,-5.52818e-12,-8.23966e-11,-3.52553e-10,5.01889e-13,-1.80755e-09,-9.16607e-13,-1.30882e-11,-1.04734e-09,-3.09941e-11,1.36937e-12,-2.7635e-12,-1.45516e-10,-1.35996e-10,-7.05369e-11,-4.06916e-11,-3.25584e-11,-3.95146e-11,-3.92343e-11,1.46235e-12,-7.60316e-11,1.9610700000000002e-12,1.36894e-11,2.03799e-11,8.03869e-11,2.64322e-11,-2.18507e-12,-2.77762e-11,-5.32531e-13,1.10648e-11,-1.92507e-12,2.4428799999999998e-12,-2.95555e-10,-1.12846e-11,-4.8266e-12,-1.59675e-11,6.99434e-11,-3.5502099999999997e-12,3.55021e-13,-5.54002e-11,1.68804e-11,1.16481e-11,1.66268e-10,5.07765e-11,-2.51896e-12,-6.50872e-12,1.27723e-11,2.27805e-12
16,-3.2,-2.32645e-25,0.0,1.05661e-15,-1.29247e-26,-8.27181e-25,-2.1132100000000007e-15,2.06795e-25,-2.11322e-15,-3.81165e-21,4.22644e-15,-6.973630000000001e-14,-1.6905700000000005e-14,-1.6905700000000005e-14,2.9585e-14,-4.2264299999999995e-15,-4.22644e-15,4.2264600000000004e-15,-6.776260000000001e-21,-2.53585e-14,-2.49875e-20,-5.16988e-26,-1.26793e-14,-4.2264299999999995e-15,6.38193e-13,8.45285e-15,-1.03398e-25,3.73998e-11,1.17833e-11,-2.96274e-12,-8.026010000000001e-12,8.706469999999999e-13,1.8089200000000001e-12,4.43354e-12,-3.61783e-12,5.2915e-12,-5.430939999999998e-13,-5.887430000000001e-12,-8.62279e-11,-3.27662e-10,-3.4836400000000003e-12,-1.9837e-09,5.50441e-12,1.48676e-11,-1.13664e-09,-3.39975e-11,-6.413619999999999e-13,-7.7536e-12,-9.95411e-11,-1.60761e-10,-5.40514e-11,-4.49292e-11,-2.2191999999999998e-11,-5.91719e-11,-2.39217e-11,2.50628e-12,-1.1712e-10,-3.9644e-12,9.76731e-12,2.17366e-11,7.88654e-12,2.8165e-11,-2.32032e-12,-3.05403e-11,-4.14191e-13,6.4918099999999996e-12,-3.7293e-12,4.09965e-12,-3.1569799999999994e-10,-1.4445999999999999e-11,-5.82404e-12,-1.70241e-11,7.22637e-11,-1.4539e-12,-8.45278e-15,-5.91025e-11,4.66599e-12,1.24934e-11,1.59159e-10,6.02014e-11,1.36514e-11,7.92035e-12,-3.22055e-12,3.99399e-12
17,-3.4,5.16988e-25,5.28305e-16,1.05879e-21,1.05661e-15,-7.23783e-25,2.1132100000000007e-15,1.03398e-25,-2.11322e-15,2.1132100000000007e-15,0.0,-6.973639999999998e-14,-3.38115e-14,-1.6905700000000005e-14,2.9585e-14,2.58494e-25,-1.26793e-14,2.06795e-25,-4.23516e-21,-3.8038e-14,8.45287e-15,-4.2264600000000004e-15,-1.26793e-14,-4.2264299999999995e-15,2.87398e-13,1.6905700000000005e-14,-5.16988e-26,2.64153e-11,1.23201e-11,4.53075e-12,-1.31992e-11,-1.04731e-11,1.3905e-12,1.41713e-11,-5.82826e-12,6.08607e-12,-8.45284e-14,-6.25513e-12,-8.91462e-11,-3.77176e-10,-1.7463099999999999e-12,-2.15993e-09,4.92961e-12,-7.51234e-11,-1.38157e-09,-6.3646e-11,-2.0519400000000002e-12,1.50389e-12,-1.6081e-10,-1.218e-10,-4.36305e-11,-4.99346e-11,-1.52152e-11,-5.40036e-11,-8.62392e-12,2.49783e-12,-1.06033e-10,-1.05154e-11,-1.27216e-11,2.30933e-11,-6.42165e-11,2.99063e-11,-2.47669e-12,-3.38876e-11,-6.00154e-13,1.93571e-12,-2.30202e-12,-4.3954899999999996e-13,-3.36095e-10,-1.74045e-11,-8.13167e-12,-1.8123e-11,7.46051e-11,6.59325e-13,8.79101e-13,-6.28218e-11,1.44967e-11,1.33217e-11,1.56869e-10,4.65162e-11,2.86553e-11,8.2796e-12,-3.8207e-12,2.46824e-12
18,-3.6,4.1359e-25,-6.35275e-22,0.0,1.05661e-15,2.06795e-25,-6.35275e-21,5.16988e-26,2.11322e-15,-5.16988e-26,2.1132100000000007e-15,-6.550990000000002e-14,-3.80379e-14,-1.26793e-14,3.381140000000001e-14,-4.2264299999999995e-15,-1.26793e-14,0.0,8.4529e-15,-3.38116e-14,5.50571e-20,-4.2264600000000004e-15,-8.45291e-15,6.73391e-20,2.78945e-13,1.6905700000000005e-14,1.55096e-25,1.90993e-11,1.27512e-11,9.002319999999998e-13,-8.381030000000001e-12,-7.751289999999999e-12,-2.2146599999999998e-12,1.05112e-11,1.1411400000000004e-13,2.18507e-12,2.70492e-13,-6.61015e-12,-9.06233e-11,-5.05936e-10,-6.28695e-14,-2.2488000000000003e-09,-2.74719e-12,-5.99991e-11,-1.46344e-09,-6.65511e-11,-3.08583e-12,-3.56284e-12,-2.16273e-10,-1.39575e-10,-3.69297e-11,-5.61649e-11,-1.01477e-11,-5.06254e-11,-3.55522e-11,1.41163e-12,-9.49185e-11,-7.98375e-12,-1.73411e-11,2.44457e-11,-1.11916e-11,3.16476e-11,-2.6203900000000003e-12,-3.81563e-11,-7.86118e-13,3.677e-12,-1.04684e-12,-4.99565e-12,-3.5690600000000003e-10,-2.05828e-11,-9.14602e-12,-1.92049e-11,7.97529e-11,3.16983e-12,5.494390000000002e-13,-6.655800000000001e-11,2.52995e-11,1.42262e-11,1.57418e-10,3.29493e-11,4.51553e-11,-5.304180000000001e-12,1.08366e-11,-2.56545e-12
19,-3.8,1.96455e-24,0.0,3.59989e-21,1.05661e-15,-1.05661e-15,-2.11322e-15,3.6189199999999996e-25,2.11322e-15,-2.11322e-15,2.1132100000000007e-15,-6.55098e-14,-3.38116e-14,-1.69058e-14,4.22644e-14,0.0,-1.26793e-14,-4.2264299999999995e-15,8.452859999999999e-15,-2.53586e-14,-4.22639e-15,-4.2264299999999995e-15,-1.26794e-14,6.73391e-20,6.043810000000002e-13,8.45285e-15,2.99085e-19,1.39219e-11,1.30343e-11,-2.6922400000000002e-12,-5.223880000000001e-12,9.55176e-12,-2.6373e-12,-7.25257e-12,6.01423e-12,3.5459800000000002e-12,5.91702e-13,-6.9694e-12,-1.0764200000000002e-10,-5.576609999999999e-10,-4.1893300000000015e-12,-2.34111e-09,-3.02455e-12,6.318e-11,-1.38324e-09,-4.27135e-11,-3.8951900000000005e-12,-8.68258e-12,-2.74784e-10,-2.15674e-10,-3.23114e-11,-6.43156e-11,-5.94977e-12,-4.78128e-11,-1.8749000000000004e-11,1.39684e-12,-1.3588399999999998e-10,4.11233e-12,-5.00411e-12,2.58066e-11,3.84014e-11,3.33889e-11,-2.75987e-12,-4.38113e-11,-7.10042e-13,1.20031e-11,3.09454e-13,-3.3304300000000004e-12,-3.78444e-10,-2.44204e-11,-9.01077e-12,-2.027e-11,8.77705e-11,1.4031799999999999e-12,2.87398e-13,-7.02942e-11,1.61704e-11,1.52575e-11,1.59235e-10,4.27124e-11,3.14954e-11,-4.59414e-12,1.05999e-11,-4.05739e-12
20,-4.0,-1.6543599999999996e-24,5.28305e-16,-1.05661e-15,1.05661e-15,-1.05661e-15,2.1132100000000007e-15,5.16988e-25,2.06795e-25,2.11322e-15,4.2264299999999995e-15,-6.33967e-14,-3.38115e-14,-1.6905700000000005e-14,4.22643e-14,8.45287e-15,-1.26793e-14,-4.2264299999999995e-15,8.45283e-15,-8.45285e-15,-7.75482e-26,0.0,-4.2264600000000004e-15,-4.2264299999999995e-15,9.086850000000001e-13,-2.06795e-25,2.9908399999999997e-19,9.8138e-12,1.30935e-11,4.87731e-12,-3.11911e-12,1.21722e-11,4.22661e-14,-1.02111e-11,3.6643199999999995e-12,5.04214e-12,9.34044e-13,-7.34555e-12,-1.24627e-10,-5.37639e-10,-2.6868299999999998e-12,-2.43061e-09,4.0431199999999994e-12,7.76508e-11,-1.4616700000000002e-09,-4.54559e-11,-4.5994199999999986e-12,3.67502e-13,-2.22919e-10,-2.33055e-10,-2.85458e-11,-7.54903e-11,-1.7233299999999999e-12,-4.44685e-11,-1.21378e-13,2.42809e-12,-1.24651e-10,6.15792e-12,6.2720400000000004e-12,2.71676e-11,9.42581e-11,3.51133e-11,-2.91624e-12,-5.16302e-11,-6.08608e-13,1.40064e-11,-1.68569e-12,-2.21465e-12,-3.92459e-10,-2.33553e-11,-9.06994e-12,-2.13858e-11,9.28887e-11,-5.02101e-12,1.31865e-12,-7.40472e-11,8.0556e-12,1.64155e-11,1.61053e-10,5.08187e-11,1.93656e-11,1.04816e-11,-4.58146e-12,-2.3330000000000003e-12
21,-4.2,-3.51552e-24,-5.2830699999999985e-16,1.05661e-15,-2.1972e-25,1.05661e-15,2.1132100000000007e-15,2.06795e-25,8.27181e-25,2.1132100000000007e-15,2.1132100000000007e-15,-8.45289e-14,-3.381140000000001e-14,-1.6905700000000005e-14,4.22643e-14,4.22644e-15,-1.26793e-14,-2.06795e-25,8.45285e-15,-1.69058e-14,-4.1359e-25,6.37816e-19,-1.03398e-25,-1.03398e-25,8.664200000000001e-13,-1.59512e-19,1.03398e-25,5.7733199999999995e-12,1.28188e-11,1.3862700000000001e-12,-1.63141e-12,6.1706e-13,-7.22721e-13,1.05661e-12,1.96952e-12,1.56378e-12,1.36725e-12,-7.7048e-12,-1.25974e-10,-5.25462e-10,-1.3592e-12,-2.60817e-09,3.82282e-12,-1.38353e-11,-1.6991400000000004e-09,-7.47303e-11,-5.31686e-12,-5.01613e-12,-1.71282e-10,-1.93246e-10,-2.46345e-11,-6.80322e-11,3.4033400000000003e-12,-3.94271e-11,-2.12107e-11,2.3013e-12,-1.13323e-10,-1.4074e-12,1.86851e-11,2.852e-11,2.83763e-11,3.68461e-11,-3.0557200000000002e-12,-3.70997e-11,-5.07173e-13,9.9744e-12,-3.67588e-12,-1.4031799999999999e-12,-4.0639800000000005e-10,-1.70072e-11,-9.22209e-12,-2.24762e-11,9.52767e-11,-6.846830000000001e-12,1.1665e-12,-7.78679e-11,-8.114770000000002e-13,1.7768e-11,1.61653e-10,5.82826e-11,4.06499e-11,1.19693e-11,-4.74207e-12,-1.04816e-12
22,-4.4,1.75776e-24,-1.9587599999999998e-21,1.05661e-15,-6.462349999999999e-27,4.658680000000001e-21,0.0,2.11322e-15,4.1359e-25,-2.11322e-15,4.2264299999999995e-15,-1.0988699999999997e-13,-4.22643e-14,-1.6905700000000005e-14,4.64908e-14,-4.2264299999999995e-15,-1.69058e-14,-2.06795e-25,0.0,-2.53587e-14,-4.1359e-25,6.53062e-19,-4.1359e-25,1.03398e-25,4.73361e-13,-1.59512e-19,-1.03398e-25,9.29817e-13,1.20327e-11,-2.00333e-12,-4.86041e-13,-1.10606e-11,-1.5511e-12,1.25737e-11,5.87475e-13,3.1360200000000002e-12,1.95473e-12,-8.06405e-12,-1.2862100000000005e-10,-5.139019999999999e-10,-6.05134e-12,-2.78658e-09,-3.72719e-12,1.16021e-11,-1.77565e-09,-7.70723e-11,-6.1647900000000004e-12,-1.06138e-11,-2.30495e-10,-2.16508e-10,-1.95024e-11,-3.99599e-11,1.05154e-11,-5.92766e-11,-4.04344e-11,2.15337e-12,-1.53995e-10,-9.11643e-12,1.42304e-11,2.98767e-11,-3.34565e-11,3.85874e-11,-3.2120900000000007e-12,-2.27805e-11,-6.846840000000002e-13,6.30585e-12,-2.33049e-12,-7.43854e-13,-4.2775e-10,-1.60774e-11,-9.43342e-12,-2.35497e-11,9.76435e-11,-4.34478e-12,-1.43699e-13,-8.17225e-11,1.06844e-11,1.94501e-11,1.59421e-10,6.59832e-11,3.00415e-11,1.81737e-13,1.00589e-11,5.91703e-14
23,-4.6,0.0,1.05661e-15,-5.16988e-26,1.0565999999999999e-15,-1.05661e-15,-2.11322e-15,4.22645e-15,2.06795e-25,1.55096e-25,1.05661e-14,-1.0988699999999997e-13,-4.64908e-14,-1.69058e-14,4.22644e-14,4.22644e-15,-8.4529e-15,4.22659e-15,4.2264299999999995e-15,-1.26793e-14,-4.2264299999999995e-15,4.22644e-15,4.22645e-15,2.06795e-25,4.2264399999999994e-13,-8.45285e-15,-8.45285e-15,-5.71415e-12,1.04435e-11,5.8663e-12,5.36758e-13,-8.85017e-12,9.46722e-13,1.03928e-11,-7.64986e-13,4.6702199999999995e-12,2.81692e-12,-8.44443e-12,-1.3199500000000002e-10,-4.957730000000001e-10,-5.4419400000000005e-12,-2.87885e-09,-4.06214e-12,3.84427e-11,-1.6910799999999997e-09,-5.2326000000000006e-11,-7.28638e-12,-2.2819e-12,-2.8733600000000003e-10,-2.4054e-10,-1.18113e-11,-3.19067e-11,2.11322e-11,-7.91862e-11,-6.13823e-11,3.12757e-12,-1.42384e-10,-7.510389999999999e-12,-7.958389999999999e-12,3.12461e-11,3.53753e-11,4.03118e-11,-3.35579e-12,-3.1208000000000004e-11,-9.04459e-13,2.2062e-12,-1.0748399999999999e-12,-1.01435e-13,-4.48282e-10,-2.01939e-11,-9.61938e-12,-2.46317e-11,1.02766e-10,-2.29918e-12,-2.3668e-13,-8.56615e-11,2.18084e-11,2.16732e-11,1.52245e-10,7.49348e-11,1.98981e-11,-1.1757999999999999e-11,9.74617e-12,1.1960799999999999e-12
24,-4.8,-4.5494900000000005e-24,1.2176099999999999e-21,-1.05661e-15,1.0565999999999999e-15,-1.2407700000000002e-24,-2.11322e-15,2.1132300000000002e-15,-2.1132300000000002e-15,-2.11322e-15,4.2264299999999995e-15,-1.1411400000000004e-13,-4.64908e-14,-1.26793e-14,4.64909e-14,8.45287e-15,-1.26793e-14,4.22659e-15,8.45285e-15,-2.53586e-14,-4.2264299999999995e-15,-4.226420000000001e-15,2.49875e-20,6.203850000000001e-25,7.18495e-13,4.99749e-20,-8.45285e-15,-1.56252e-11,7.60337e-12,2.84017e-12,1.6440900000000001e-12,7.66254e-12,1.85962e-13,-5.9339199999999994e-12,-2.3456799999999998e-12,1.06929e-12,2.30341e-13,-8.8079e-12,-1.35623e-10,-5.510840000000001e-10,5.84174e-13,-2.97639e-09,2.73134e-12,-4.86601e-11,-1.76535e-09,-5.3671e-11,-8.85281e-12,-8.78684e-12,-3.51011e-10,-2.03198e-10,2.53058e-13,-4.1772e-11,3.74019e-11,-7.43966e-11,-4.23979e-11,3.01345e-12,-1.3052e-10,3.75731e-12,-1.13945e-11,3.26154e-11,-2.93146e-11,4.20531e-11,-3.4868099999999998e-12,-3.7945000000000004e-11,-8.36835e-13,4.07429e-12,3.69087e-13,6.50872e-13,-4.68171e-10,-2.39386e-11,-9.82225e-12,-2.57306e-11,1.1075e-10,-3.12758e-13,8.03023e-13,-8.97696e-11,1.16903e-11,2.4674e-11,1.7562599999999998e-10,5.98971e-11,4.25011e-11,-1.07732e-11,-5.83249e-12,2.59926e-12
25,-5.0,0.00214702,0.00650508,0.00929054,0.0118547,0.0132286,0.015272,0.0164239,0.0173652,0.0194793,0.0183345,0.0200571,0.0217303,0.0230426,0.0195472,0.0250114,0.0276572,0.0281782,0.0317101,0.0330711,0.0360767,0.0370189,0.0318589,0.0398747,0.0340611,0.0419828,0.0437214,0.0417254,0.044669400000000005,0.0457091,0.0370298,0.0429141,0.0456482,0.0465054,0.0470942,0.047277,0.0474173,0.047489,0.0473357,0.047091900000000006,0.046937900000000005,0.0464602,0.045949300000000005,0.0452531,0.0431094,0.0396409,0.0373561,0.0450412,0.044493,0.043625800000000006,0.042797900000000014,0.0421226,0.039675,0.0371687,0.0426211,0.0423918,0.042133,0.0419125,0.0415441,0.0413889,0.0417291,0.0421338,0.0425834,0.0431485,0.0437157,0.0507102,0.0456474,0.0462533,0.0466944,0.0475177,0.0486193,0.049585500000000005,0.0504836,0.0511381,0.0510681,0.0511371,0.051135900000000005,0.0509111,0.051136,0.0511362,0.051136400000000005,0.0510091,0.0511354,0.0511366
26,-5.2,0.0110197,0.0306782,0.046531,0.0606086,0.068557,0.078571,0.08493719999999999,0.0902653,0.09992360000000003,0.0976593,0.101572,0.111102,0.117806,0.105675,0.129001,0.1415,0.141486,0.159181,0.16788599999999998,0.178453,0.186502,0.168488,0.199014,0.17919100000000002,0.212935,0.214845,0.211754,0.22557,0.231017,0.196688,0.206483,0.22025300000000006,0.228118,0.233137,0.23295700000000005,0.233619,0.234003,0.228981,0.224236,0.236214,0.233285,0.230411,0.226126,0.215741,0.197312,0.184088,0.22406,0.220714,0.215351,0.210432,0.205167,0.189842,0.188516,0.209074,0.207449,0.205685,0.204126,0.202491,0.201329,0.20366,0.206231,0.207785,0.211402,0.215261,0.253025,0.226255,0.230191,0.233099,0.23800900000000005,0.243804,0.249621,0.254784,0.258862,0.259853,0.26189,0.263442,0.263327,0.264787,0.264788,0.264789,0.263837,0.264784,0.264789
27,-5.4,0.0296363,0.0758698,0.120018,0.161456,0.185734,0.211147,0.229641,0.245679,0.269176,0.270708,0.274752,0.294624,0.31419,0.296285,0.34662,0.377226,0.374825,0.418891,0.435621,0.460318,0.488277,0.460413,0.520404,0.4815350000000001,0.5577850000000001,0.554333,0.559666,0.5929760000000001,0.606794,0.53913,0.5314439999999999,0.564605,0.589626,0.605087,0.602262,0.603137,0.6035590000000001,0.583629,0.564546,0.61203,0.6011380000000001,0.586525,0.584526,0.5578850000000001,0.509382,0.472467,0.566467,0.5625640000000001,0.5453720000000001,0.529513,0.510965,0.466698,0.477688,0.521228,0.514414,0.5081640000000001,0.502356,0.4968260000000001,0.492108,0.499471,0.507883,0.512124,0.52422,0.537507,0.645451,0.573868,0.587093,0.5969949999999999,0.613099,0.630165,0.648937,0.665083,0.678586,0.6852189999999999,0.6956720000000001,0.7043659999999999,0.706437,0.713376,0.715337,0.717159,0.715184,0.719032,0.718037
